filename,type_a,type_b,type_c,type_d,echo,relative_path
XC913292 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC913292 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913294 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,type B\XC913294 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913296 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,type B\XC913296 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913297 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,type B\XC913297 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913612 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,1,1,type C\XC913612 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913914 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC913914 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914381 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,Echolocation\XC914381 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914551 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC914551 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914851 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,type B\XC914851 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914852 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC914852 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914874 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,0,type B\XC914874 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914875 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,0,type B\XC914875 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914876 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC914876 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914877 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,type B\XC914877 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914901 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,Echolocation\XC914901 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915120 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC915120 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915126 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC915126 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915127 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC915127 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915130 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC915130 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915131 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC915131 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915341 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC915341 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915342 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC915342 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915347 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC915347 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915766 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC915766 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC916039 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC916039 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC916881 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,0,type B\XC916881 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC916882 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC916882 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC916883 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC916883 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917041 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917041 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917042 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917042 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917050 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917050 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917051 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC917051 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917053 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917053 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917057 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917057 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917062 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC917062 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917078 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917078 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917123 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC917123 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917370 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC917370 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917411 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC917411 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917413 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917413 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917414 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917414 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917416 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC917416 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917417 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917417 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917419 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC917419 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917421 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917421 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917806 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917806 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917808 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917808 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917912 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917912 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917970 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917970 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917978 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC917978 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918314 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC918314 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918328 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC918328 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918331 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,type B\XC918331 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918349 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC918349 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918394 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC918394 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918395 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC918395 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918592 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC918592 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918593 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC918593 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918594 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC918594 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918791 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C\XC918791 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918794 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C\XC918794 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918797 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C\XC918797 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918799 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C\XC918799 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918811 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C\XC918811 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918812 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C\XC918812 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918813 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C\XC918813 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918814 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C\XC918814 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918925 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C\XC918925 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918943 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC918943 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918945 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC918945 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918948 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC918948 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918949 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC918949 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919716 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC919716 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919720 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC919720 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919724 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC919724 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919727 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC919727 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919755 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC919755 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919758 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC919758 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919764 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC919764 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919769 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC919769 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919772 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC919772 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919779 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC919779 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919780 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC919780 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919788 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC919788 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919818 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC919818 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919819 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC919819 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919860 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC919860 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC919861 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC919861 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920775 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC920775 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920840 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC920840 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920846 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC920846 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920848 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC920848 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920854 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,1,0,1,type B\XC920854 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920859 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC920859 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920860 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC920860 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920861 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC920861 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920862 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC920862 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC921407 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC921407 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC921408 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC921408 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC921409 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC921409 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC921411 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC921411 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC921484 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC921484 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC921893 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC921893 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC921896 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,Echolocation\XC921896 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC922425 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC922425 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC922426 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC922426 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC922429 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC922429 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC922434 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC922434 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC922437 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC922437 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC922443 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC922443 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC922446 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC922446 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC922450 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC922450 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC925302 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC925302 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC925842 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC925842 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC925990 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,Echolocation\XC925990 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC926250 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC926250 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC926374 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC926374 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC928049 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,Echolocation\XC928049 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC928509 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,Echolocation\XC928509 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC928550 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,Echolocation\XC928550 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC928551 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,Echolocation\XC928551 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC928623 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,Echolocation\XC928623 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC928994 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,1,0,0,0,type A\XC928994 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC928996 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC928996 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC928997 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,type B\XC928997 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC930252 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC930252 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC930778 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC930778 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC932495 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,0,type D\XC932495 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC932935 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,1,1,type C\XC932935 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC933072 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC933072 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC934063 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC934063 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC934344 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC934344 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC935110 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC935110 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC935114 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC935114 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC935296 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC935296 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC935325 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,1,1,type D\XC935325 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC935729 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,1,1,type C\XC935729 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC936611 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,0,0,1,Echolocation\XC936611 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC938943 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,type C\XC938943 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC963233 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,0,0,0,0,type A\XC963233 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC963234 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,0,0,0,0,type A\XC963234 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC963235 - Common Pipistrelle - Pipistrellus pipistrellus.wav,1,0,0,0,0,type A\XC963235 - Common Pipistrelle - Pipistrellus pipistrellus.wav
